,timestamp,balance_trade,balance_trade_growth,eurrub,average_provision_of_build_contract,micex_rgbi_tr,micex_cbi_tr,deposits_rate,mortgage_value,mortgage_rate,income_per_cap,rent_price_4.room_bus,museum_visitis_per_100_cap,bandwidth_sports,apartment_build
112,4/22/2010,16.604,14.1,38.8671,4,134.56,185.01,4.1,46163,13.42,49346.7,180.12,993,269768,22825
113,4/23/2010,16.604,14.1,38.9308,4,134.24,184.91,4.1,46163,13.42,49346.7,180.12,993,269768,22825
114,4/24/2010,16.604,14.1,38.9308,4,134.24,184.91,4.1,46163,13.42,49346.7,180.12,993,269768,22825
115,4/25/2010,16.604,14.1,38.9308,4,134.24,184.91,4.2,46163,13.42,49346.7,180.12,993,269768,22825
116,4/26/2010,16.604,14.1,38.8183,4,134.25,184.95,4.1,46163,13.42,49346.7,180.12,993,269768,22825
117,4/27/2010,16.604,14.1,38.7961,4,133.49,184.67,4.2,46163,13.42,49346.7,180.12,993,269768,22825
118,4/28/2010,16.604,14.1,38.708,4,133.14,184.61,4.2,46163,13.42,49346.7,180.12,993,269768,22825
119,4/29/2010,16.604,14.1,38.6974,4,133.41,184.7,4.1,46163,13.42,49346.7,180.12,993,269768,22825
120,4/30/2010,16.604,14.1,38.8287,4,133.45,184.87,4,46163,13.42,49346.7,180.12,993,269768,22825
121,5/1/2010,15.654,14.1,38.8287,4,133.45,184.87,4.2,72265,13.41,43554,136.11,993,269768,22825
122,5/2/2010,15.654,14.1,38.8287,4,133.45,175.98,4,72265,13.41,43554,136.11,993,269768,22825
123,5/3/2010,15.654,14.1,38.6808,4,133.45,179.39,4,72265,13.41,43554,164.26,993,269768,22825
124,5/4/2010,15.654,14.1,38.5233,4,133.01,183.95,4.2,72265,13.41,43554,136.11,993,269768,22825
125,5/5/2010,15.654,14.1,38.6338,4,132,184.86,4.1,72265,13.41,43554,136.11,993,269768,22825
126,5/6/2010,15.654,14.1,38.7412,4,129.55,184.86,5.7,72265,13.41,43554,139.61,993,288177,22825
127,5/7/2010,15.654,14.1,38.7932,4,129.36,188.11,5.7,72265,13.41,43554,139.61,993,288177,22825
128,5/8/2010,15.654,14.1,38.7932,4,129.36,189.99,5.7,72265,13.41,43554,139.61,993,288177,22825
129,5/9/2010,15.654,14.1,38.7932,4,129.36,189.99,5.7,72265,13.41,43554,139.61,993,288177,22825
130,5/10/2010,15.654,14.1,38.922,4,129.36,192.57,5.7,72265,13.41,43554,139.61,993,288177,22825
131,5/11/2010,15.654,14.1,38.4579,4,129.5,192.57,5.7,72265,13.41,43554,164.26,993,288177,22825
132,5/12/2010,15.654,14.1,37.9445,4,130.15,192.57,4.1,72265,13.41,43554,136.11,993,269768,22825
133,5/13/2010,15.654,14.1,37.7257,4,133.29,184.8,4.1,72265,13.41,43554,139.61,993,269768,22825
134,5/14/2010,15.654,14.1,37.6461,4,133.05,184.74,4,72265,13.41,43554,136.11,993,269768,22825
135,5/15/2010,15.654,14.1,37.6461,4,133.05,184.74,4.2,72265,13.41,43554,136.11,993,269768,22825
136,5/16/2010,15.654,14.1,37.6461,4,133.05,184.74,4.2,72265,13.41,43554,136.11,993,269768,22825
137,5/17/2010,15.654,14.1,37.7417,4,133.05,184.39,4.1,72265,13.41,43554,136.11,993,269768,22825
138,5/18/2010,15.654,14.1,37.4454,4,133.24,184.66,4.1,72265,13.41,43554,136.11,993,269768,22825
139,5/19/2010,15.654,14.1,37.9322,4,132.23,184.61,4.1,72265,13.41,43554,136.11,993,269768,22825
140,5/20/2010,15.654,14.1,38.8376,4,132.04,184.41,4,72265,13.41,43554,139.61,993,269768,22825
141,5/21/2010,15.654,14.1,39.0265,4,132.56,184.41,4.1,72265,13.41,43554,139.61,993,269768,22825
142,5/22/2010,15.654,14.1,39.0265,4,132.56,184.41,4.1,72265,13.41,43554,136.11,993,269768,22825
143,5/23/2010,15.654,14.1,39.0265,4,132.56,184.41,4.2,72265,13.41,43554,136.11,993,269768,22825
144,5/24/2010,15.654,14.1,38.4608,4,131.91,184.53,4.2,72265,13.41,43554,139.61,993,269768,22825
145,5/25/2010,15.654,14.1,38.738,4,131.34,184.37,4.2,72265,13.41,43554,139.61,993,269768,22825
146,5/26/2010,15.654,14.1,38.0724,4,131.28,184.17,4.2,72265,13.41,43554,164.26,993,269768,22825
147,5/27/2010,15.654,14.1,37.8771,4,131.66,184.25,4.2,72265,13.41,43554,139.61,993,269768,22825
148,5/28/2010,15.654,14.1,37.8075,4,132.11,184.41,4,72265,13.41,43554,136.11,993,269768,22825
149,5/29/2010,15.654,14.1,37.8075,4,132.11,184.41,4.1,72265,13.41,43554,139.61,993,269768,22825
150,5/30/2010,15.654,14.1,37.8075,4,132.11,184.41,4.1,72265,13.41,43554,136.11,993,269768,22825
151,5/31/2010,15.654,14.1,38.0047,4,131.95,184.71,4.1,72265,13.41,43554,136.11,993,269768,22825
152,6/1/2010,13.738,14.1,38.1253,4,132.57,184.71,5.5,97227,13.41,45069.3,135.69,993,288177,22825
153,6/2/2010,13.738,14.1,38.1764,4,132.39,184.71,5.5,97227,13.41,45069.3,135.69,993,288177,22825
154,6/3/2010,13.738,14.1,37.9264,4,132.61,184.71,5.5,97227,13.41,45069.3,137.93,993,288177,22825
155,6/4/2010,13.738,14.1,37.899,4,132.51,184.08,5.8,97227,13.41,45069.3,135.69,993,288177,22825
156,6/5/2010,13.738,14.1,37.899,4,132.51,184.51,5.5,97227,13.41,45069.3,135.69,993,288177,22825
157,6/6/2010,13.738,14.1,37.899,4,132.51,184.51,5.5,97227,13.41,45069.3,137.93,993,288177,22825
158,6/7/2010,13.738,14.1,38.0125,4,132.5,187.76,5.5,97227,13.41,45069.3,137.93,993,288177,22825
159,6/8/2010,13.738,14.1,38.0605,4,132.43,190,5.5,97227,13.41,45069.3,137.93,993,288177,22825
160,6/9/2010,13.738,14.1,38.0409,4,132.61,191.04,5.5,97227,13.41,45069.3,137.93,993,288177,22825
161,6/10/2010,13.738,14.1,38.1713,4,132.77,192.59,5.8,97227,13.41,45069.3,137.93,993,288177,22825
162,6/11/2010,13.738,14.1,38.1162,4,132.97,192.59,5.8,97227,13.41,45069.3,135.69,993,288177,22825
163,6/12/2010,13.738,14.1,38.1162,4,132.97,194.29,6,97227,13.41,45069.3,135.69,993,288177,22825
164,6/13/2010,13.738,14.1,38.1162,4,132.97,194.29,5.8,97227,13.41,45069.3,137.93,993,288177,22825
165,6/14/2010,13.738,14.1,38.7825,4,132.97,194.29,5.8,97227,13.41,45069.3,137.93,993,288177,22825
166,6/15/2010,13.738,14.1,38.5637,4,133.05,186.11,5.8,97227,13.41,45069.3,137.93,993,288177,22825
167,6/16/2010,13.738,14.1,38.4357,4,133.05,186.45,5.8,97227,13.41,45069.3,135.69,993,288177,22825
168,6/17/2010,13.738,14.1,38.2186,4,133.11,186.73,5.8,97227,13.41,45069.3,135.69,993,288177,22825
169,6/18/2010,13.738,14.1,38.3323,4,133.21,186.92,5.8,97227,13.41,45069.3,137.93,993,288177,22825
170,6/19/2010,13.738,14.1,38.3323,4,133.21,186.92,6,97227,13.41,45069.3,135.69,993,288177,22825
171,6/20/2010,13.738,14.1,38.3323,4,133.21,186.92,6,97227,13.41,45069.3,135.69,993,288177,22825
172,6/21/2010,13.738,14.1,38.048,4,133.11,187.19,5.8,97227,13.41,45069.3,135.69,993,288177,22825
173,6/22/2010,13.738,14.1,38.0002,4,133.28,187.25,5.8,97227,13.41,45069.3,135.69,993,288177,22825
174,6/23/2010,13.738,14.1,38.1965,4,133.3,187.26,5.8,97227,13.41,45069.3,137.93,993,288177,22825
175,6/24/2010,13.738,14.1,38.354,4,133.16,187.28,5.8,97227,13.41,45069.3,135.69,993,288177,22825
176,6/25/2010,13.738,14.1,38.3109,4,133.08,187.35,6,97227,13.41,45069.3,137.93,993,288177,22825
177,6/26/2010,13.738,14.1,38.3109,4,133.08,187.35,6,97227,13.41,45069.3,135.69,993,288177,22825
178,6/27/2010,13.738,14.1,38.3109,4,133.08,187.35,5.8,97227,13.41,45069.3,135.69,993,288177,22825
179,6/28/2010,13.738,14.1,38.1832,4,132.98,188.03,6,97227,13.41,45069.3,137.93,993,288177,22825
180,6/29/2010,13.738,14.1,38.2215,4,132.92,187.92,5.8,97227,13.41,45069.3,137.93,993,288177,22825
181,6/30/2010,13.738,14.1,38.2906,4,132.96,188.12,5.8,97227,13.41,45069.3,135.69,993,288177,22825
182,7/1/2010,13.635,-4.1,38.7308,5,132.71,188.12,5.8,125900,13.32,45044.9,135.69,993,288177,22825
183,7/2/2010,13.635,-4.1,39.0383,5,132.81,188.12,5.8,125900,13.32,45044.9,137.93,993,288177,22825
184,7/3/2010,13.635,-4.1,39.0383,5,132.81,188.12,6,125900,13.32,45044.9,137.93,993,288177,22825
185,7/4/2010,13.635,-4.1,39.0383,5,132.81,184.23,6,125900,13.32,45044.9,135.69,993,288177,22825
186,7/5/2010,13.635,-4.1,39.0341,5,132.8,184.43,6,125900,13.32,45044.9,135.69,993,288177,22825
187,7/6/2010,13.635,-4.1,39.1459,5,132.77,185.52,6,125900,13.32,45044.9,135.69,993,288177,22825
188,7/7/2010,13.635,-4.1,39.1577,5,132.81,187.84,6,125900,13.32,45044.9,135.69,993,288177,22825
189,7/8/2010,13.635,-4.1,39.0891,5,133.03,187.84,6,125900,13.32,45044.9,137.93,993,288177,22825
190,7/9/2010,13.635,-4.1,39.0442,5,132.93,191.1,6,125900,13.32,45044.9,135.69,993,288177,22825
191,7/10/2010,13.635,-4.1,39.0442,5,132.93,192.52,5.8,125900,13.32,45044.9,137.93,993,288177,22825
192,7/11/2010,13.635,-4.1,39.0442,5,132.93,192.52,5.8,125900,13.32,45044.9,137.93,993,288177,22825
193,7/12/2010,13.635,-4.1,38.7513,5,132.92,194.3,5.8,125900,13.32,45044.9,135.69,993,288177,22825
194,7/13/2010,13.635,-4.1,38.8945,5,132.85,188.37,6,125900,13.32,45044.9,137.93,993,288177,22825
195,7/14/2010,13.635,-4.1,38.9549,5,132.8,188.4,5.8,125900,13.32,45044.9,135.69,993,288177,22825
196,7/15/2010,13.635,-4.1,39.267,5,132.9,188.51,5.8,125900,13.32,45044.9,137.93,993,288177,22825
197,7/16/2010,13.635,-4.1,39.3671,5,132.83,188.57,5.8,125900,13.32,45044.9,137.93,993,288177,22825
198,7/17/2010,13.635,-4.1,39.3671,5,132.83,188.57,5.8,125900,13.32,45044.9,135.69,993,288177,22825
199,7/18/2010,13.635,-4.1,39.3671,5,132.83,188.57,6,125900,13.32,45044.9,135.69,993,288177,22825
200,7/19/2010,13.635,-4.1,39.5282,5,132.85,188.7,5.8,125900,13.32,45044.9,137.93,993,288177,22825
201,7/20/2010,13.635,-4.1,39.3201,5,132.83,188.8,5.8,125900,13.32,45044.9,137.93,993,288177,22825
202,7/21/2010,13.635,-4.1,39.0031,5,132.89,188.8,5.8,125900,13.32,45044.9,137.93,993,288177,22825
203,7/22/2010,13.635,-4.1,39.1475,5,132.95,188.86,6,125900,13.32,45044.9,137.93,993,288177,22825
204,7/23/2010,13.635,-4.1,39.088,5,133.01,188.96,6,125900,13.32,45044.9,137.93,993,288177,22825
205,7/24/2010,13.635,-4.1,39.088,5,133.01,188.96,6,125900,13.32,45044.9,137.93,993,288177,22825
206,7/25/2010,13.635,-4.1,39.088,5,133.01,188.96,5.8,125900,13.32,45044.9,135.69,993,288177,22825
207,7/26/2010,13.635,-4.1,39.2729,5,133.03,189.05,6,125900,13.32,45044.9,135.69,993,288177,22825
208,7/27/2010,13.635,-4.1,39.2654,5,133.09,189.33,6,125900,13.32,45044.9,135.69,993,288177,22825
209,7/28/2010,13.635,-4.1,39.3033,5,133.07,189.47,5.8,125900,13.32,45044.9,137.93,993,288177,22825
210,7/29/2010,13.635,-4.1,39.4606,5,132.95,189.48,5.8,125900,13.32,45044.9,135.69,993,288177,22825
211,7/30/2010,13.635,-4.1,39.4995,5,132.94,189.54,6,125900,13.32,45044.9,137.93,993,288177,22825
212,7/31/2010,13.635,-4.1,39.4995,5,132.94,189.54,5.8,125900,13.32,45044.9,135.69,993,288177,22825
213,8/1/2010,11.875,-4.1,39.4995,5,132.94,189.54,4.2,157548,13.16,37027.9,155.22,993,269768,22825
214,8/2/2010,11.875,-4.1,39.4857,5,132.97,176.13,4.2,157548,13.16,37027.9,156.36,993,269768,22825
215,8/3/2010,11.875,-4.1,39.3234,5,133.05,176.13,4.2,157548,13.16,37027.9,155.22,993,269768,22825
216,8/4/2010,11.875,-4.1,39.2319,5,133.13,184.31,4.1,157548,13.16,37027.9,155.22,993,269768,22825
217,8/5/2010,11.875,-4.1,39.3157,5,133.05,184.31,4,157548,13.16,37027.9,156.36,993,269768,22825
218,8/6/2010,11.875,-4.1,39.5191,5,132.94,185.62,4.2,157548,13.16,37027.9,155.22,993,269768,22825
219,8/7/2010,11.875,-4.1,39.5191,5,132.94,187.87,4.1,157548,13.16,37027.9,155.22,993,269768,22825
220,8/8/2010,11.875,-4.1,39.5191,5,132.94,187.87,4.2,157548,13.16,37027.9,156.36,993,269768,22825
221,8/9/2010,11.875,-4.1,39.578,5,132.88,191.15,4.2,157548,13.16,37027.9,155.22,993,269768,22825
222,8/10/2010,11.875,-4.1,39.4275,5,132.8,192.54,4,157548,13.16,37027.9,155.22,993,269768,22825
223,8/11/2010,11.875,-4.1,39.1729,5,132.8,193.92,4.2,157548,13.16,37027.9,155.22,993,269768,22825
224,8/12/2010,11.875,-4.1,39.2525,5,132.75,194.31,4.1,157548,13.16,37027.9,156.36,993,269768,22825
225,8/13/2010,11.875,-4.1,39.0781,5,132.67,190.3,4.1,157548,13.16,37027.9,156.36,993,269768,22825
226,8/14/2010,11.875,-4.1,39.0781,5,132.67,190.3,4.2,157548,13.16,37027.9,156.36,993,269768,22825
227,8/15/2010,11.875,-4.1,39.0781,5,132.67,190.3,4.1,157548,13.16,37027.9,156.36,993,269768,22825
228,8/16/2010,11.875,-4.1,39.1325,5,132.6,190.36,4.1,157548,13.16,37027.9,155.22,993,269768,22825
229,8/17/2010,11.875,-4.1,39.1457,5,132.48,190.42,4,157548,13.16,37027.9,156.36,993,269768,22825
230,8/18/2010,11.875,-4.1,39.161,5,132.53,190.38,4.1,157548,13.16,37027.9,155.22,993,269768,22825
231,8/19/2010,11.875,-4.1,39.1,5,132.55,190.47,4,157548,13.16,37027.9,156.36,993,269768,22825
